RepeFonct,ElemSys,LibOccur,LineRev,ComponentKind,Contrat,Type,Manufact,ActuKind,ActuRef,PSU_ECS1,PSU_Volt1,CompartAlloc,t_CloseReq,ValvFailSfPositn,SGApp
1DWW4211RA-,1DWW,DWW HW0613ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4213RA-,1DWW,DWW HW0606ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4301RA-,1DWW,Exh DWW DMPR,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4302RA-,1DWW,DWW HW1014ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4305RA-,1DWW,DWW HW1015ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4306RA-,1DWW,DWW HW1016ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4308RA-,1DWW,DWW HW1019ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4309RA-,1DWW,DWW HW1021ZL Ctrl Exhaust,I.2,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4312RA-,1DWW,DWW HW1018ZL Ctrl Exhaust,I.2,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4401RA-,1DWW,DWW HW13 Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4403RA-,1DWW,DWW HW1314ZL Ctrl Exhaust 2,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4405RA-,1DWW,DWW HW1325ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4407RA-,1DWW,DWW HW1322ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4408RA-,1DWW,DWW HW1316ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4410RA-,1DWW,DWW HW1321ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4413RA-,1DWW,DWW HW1318ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4414RA-,1DWW,DWW HW1320ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4416RA-,1DWW,DWW HW1323ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4418RA-,1DWW,DWW HW1331ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4421RA-,1DWW,DWW HW1314ZL Ctrl Exhaust 1,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4422RA-,1DWW,DWW HW1333ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4423RA-,1DWW,DWW HW1326ZL Ctrl Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4424RA-,1DWW,DWW HW1315ZL Ctrl Exhaust,I.2,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4426RA-,1DWW,DWW HW1317ZL- Ctrl Exhaust,I.2,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW4501RA-,1DWW,DWW Fan Isl Moto Dwnstrm Line 1,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
1DWW4502RA-,1DWW,DWW Fan Isl Moto Dwnstrm Line 2,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
1DWW7201RA-,1DWW,DWW HW-0319ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7202RA-,1DWW,DWW HW-0316ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7203RA-,1DWW,DWW HW-0326ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7204RA-,1DWW,DWW HW-0339ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7205RA-,1DWW,DWW HW-0321ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7206RA-,1DWW,DWW HW-0315ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7207RA-,1DWW,DWW HW-0606ZL Fire Dmpr 1,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7208RA-,1DWW,DWW HW-0606ZL Fire Dmpr 2,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7209RA-,1DWW,DWW HW-0615ZL Fire Dmpr,I.4,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7210RA-,1DWW,DWW HW-0618ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7211RA-,1DWW,DWW HW-0617ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7212RA-,1DWW,DWW HW-0613ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7213RA-,1DWW,DWW HW-1012ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7214RA-,1DWW,DWW HW-1014ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7215RA-,1DWW,DWW HW-1019ZL Fire Dmpr 1,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7216RA-,1DWW,DWW HW-1019ZL Fire Dmpr 2,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7217RA-,1DWW,DWW HW-1015ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7218RA-,1DWW,DWW HW-018ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7220RA-,1DWW,DWW HW-1321ZL Fire Dmpr,I.4,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7221RA-,1DWW,DWW HW-1323ZL Fire Dmpr 1,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7224RA-,1DWW,DWW HW-1314ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7225RA-,1DWW,DWW HW-1323ZL Fire Dmpr 2,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7226RA-,1DWW,DWW HW-1321ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7227RA-,1DWW,DWW HW-1310ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7228RA-,1DWW,DWW HW-0317ZL Fire Dmpr,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW7229RA-,1DWW,DWW HW-1314ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
1DWW9101RA-,1DWW,DWW Exhaust to DVW Isl Moto,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
1DWW9102RA-,1DWW,DWW Exhaust to DVW Ctrl,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
1DWW9103RA-,1DWW,DWW Stack Isl Moto Upstrm,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
1DWW9104RA-,1DWW,DWW HW-0641ZL Fire Dmpr,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
2DFL2105RA-,2DFL,Isl.Dmpr.2HQC02-1SFA,I.2,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,-,null,-,-,SG41-02-1
2DFL2105RAM,2DFL,ISL DMPR. MO 9HQCB02-1SFA,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Damper,null,2DFL0001TB-,400,[NE],null,No,-
2DFL6112RA-,2DFL,PDSC.Intk.Isol.HW-3010ZL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
2DFL6112RAM,2DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,2DFL6110TB-,400,[NE],null,No,-
2DFL6115RA-,2DFL,PDSC.Duct.Isol.HW,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6123RA-,2DFL,Transf.Opng.ΔP.Ctrl.HW-1804ZL,I.3,Pressure relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6124RA-,2DFL,Transf.Opng.ΔP.Ctrl.HW-2204ZL,I.3,Pressure relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6125RA-,2DFL,Transf.Opng.ΔP.Ctrl.HW-2604ZL,I.3,Pressure relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6133RA-,2DFL,Transf.Opng.Fire.Smk.HW-1830ZL,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
2DFL6134RA-,2DFL,Transf.Opng.Fire.Smk.HW-2230ZL,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
2DFL6135RA-,2DFL,Transf.Opng.Fire.Smk.HW-2630ZL,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
2DFL6143RA-,2DFL,Lobby.Exh.Smk.HW-1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6144RA-,2DFL,Lobby.Exh.Smk.HW-2204ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6145RA-,2DFL,Lobby.Exh.Smk.HW-2604ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DFL6148RA-,2DFL,PDSC.Exh.Isol.HW-3030ZL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
2DFL6148RAM,2DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,2DFL6110TB-,400,[NE],null,No,-
2DVW1101RA-,2DVW,Mix Box Ctrl Dmpr,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW1102RA-,2DVW,Mix Box Ctrl Dmpr,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW1131RA-,2DVW,DVW Isl Dmper,I.4,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
2DVW1201RA-,2DVW,Mix Box Ctrl Dmpr,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW1202RA-,2DVW,Mix Box Ctrl Dmpr,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW1231RA-,2DVW,DVW Isl Dmper,I.4,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
2DVW2004RA-,2DVW,Air.Sply DVW2004CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2005RA-,2DVW,Air.Sply DVW2005CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2102RA-,2DVW,Air.Sply DVW2102CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2103RA-,2DVW,Air.Sply DVW2103CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2104RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2105RA-,2DVW,Air.Sply DVW2105CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2106RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2107RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2109RA-,2DVW,AIR-SPLY DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2110RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2111RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2112RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2113RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2114RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2118RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2119RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2120RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2123RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2124RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2125RA-,2DVW,HGW TSFR DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2126RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2128RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2201RA-,2DVW,Air.Sply DVW2201CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2204RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2205RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2206RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2207RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2208RA-,2DVW,Air.Sply DVW2208CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2209RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2214RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2215RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2216RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2219RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2220RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2221RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2222RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2301RA-,2DVW,Air.Sply DVW2301CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2303RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2305RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2307RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2309RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2310RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2312RA-,2DVW,Exh DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2313RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2314RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2316RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2317RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2401RA-,2DVW,Air.Sply DVW2401CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2405RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2407RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2409RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2411RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2415RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2416RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2417RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2418RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2419RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2421RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2422RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2424RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2426RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2430RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2431RA-,2DVW,Air.Sply DVW DMPR,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2501RA-,2DVW,Air.Sply DVW2501VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2603RA-,2DVW,Air.Sply DVW2603VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2604RA-,2DVW,Air.Sply DVW2604CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2605RA-,2DVW,Air.Sply DVW2605VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2606RA-,2DVW,Air.Sply DVW2606VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2611RA-,2DVW,Air.Sply DVW2611VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2612RA-,2DVW,Air.Sply DVW2612VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2613RA-,2DVW,Air.Sply DVW2613VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2701RA-,2DVW,DVW Sp Exh Dmper,I.4,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
2DVW2702RA-,2DVW,Air.Sply DVW2702VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2703RA-,2DVW,Air.Sply DVW2703CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2706RA-,2DVW,Air.Sply DVW2706VAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2707RA-,2DVW,Air.Sply DVW2707CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2708RA-,2DVW,Air.Sply DVW2708CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2709RA-,2DVW,Air.Sply DVW2709CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2710RA-,2DVW,Air.Sply DVW2710CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2711RA-,2DVW,Air.Sply DVW2711CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW2712RA-,2DVW,Air.Sply DVW2712CAV DMPR,I.4,Motorized control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-03-1
2DVW3101RA-,2DVW,DVW Isl Dmper,I.4,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
